"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"1",0,5,96,47,99,94,1,"clear_in","clear_in","clear_ex","none"
"2",1,6,75,45,99,85,1,"clear_in","clear_in","none","clear_ex"
"3",2,12,46,23,93,24,1,"ambiguous","none","clear_in","clear_ex"
"4",3,8,25,5,91,10,1,"ambiguous","ambiguous","clear_in","none"
"5",4,2,44,83,97,77,1,"ambiguous","ambiguous","clear_in","clear_ex"
"6",5,28,62,1,95,3,1,"clear_in","none","ambiguous","clear_in"
"7",6,29,11,21,100,17,1,"none","clear_in","none","none"
"8",7,30,77,51,99,19,1,"clear_in","ambiguous","ambiguous","clear_ex"
"9",8,21,84,9,98,3,1,"clear_in","clear_ex","ambiguous","clear_ex"
"10",9,16,20,2,100,6,1,"clear_in","clear_ex","clear_ex","clear_in"
"11",10,23,63,44,98,63,1,"clear_in","ambiguous","none","none"
"12",11,19,98,61,99,71,1,"clear_in","clear_in","none","clear_in"
"13",12,27,46,31,98,22,1,"none","ambiguous","clear_in","none"
"14",13,11,32,4,100,2,1,"none","none","clear_in","clear_in"
"15",14,24,98,1,97,0,1,"clear_in","clear_in","clear_in","clear_ex"
"16",15,22,71,1,97,2,1,"clear_in","clear_ex","ambiguous","clear_in"
"17",16,18,49,1,98,2,1,"clear_in","ambiguous","clear_ex","clear_ex"
"18",17,10,23,1,99,2,1,"none","clear_ex","clear_in","none"
"19",18,26,48,1,98,3,1,"clear_in","none","clear_ex","none"
"20",19,20,93,73,98,62,1,"clear_in","none","clear_in","clear_in"
"21",20,13,42,2,99,47,1,"clear_ex","clear_in","none","clear_in"
"22",21,31,98,1,96,5,1,"ambiguous","clear_ex","clear_in","clear_in"
"23",22,17,90,5,95,42,1,"ambiguous","clear_in","ambiguous","clear_in"
"24",23,14,70,5,94,6,1,"clear_in","none","ambiguous","clear_ex"
"25",24,25,58,3,99,0,1,"ambiguous","clear_ex","clear_in","clear_ex"
"26",25,7,61,4,97,3,1,"ambiguous","clear_in","ambiguous","clear_ex"
"27",26,4,56,5,99,6,1,"clear_ex","clear_in","clear_in","clear_ex"
"28",27,15,91,68,99,65,1,"clear_in","clear_in","clear_ex","clear_ex"
"29",28,1,73,69,97,67,1,"clear_in","clear_ex","none","clear_in"
"30",29,3,58,63,97,91,1,"none","ambiguous","clear_in","clear_in"
"31",30,9,51,2,98,73,1,"ambiguous","clear_in","clear_in","none"
"32",0,15,8,0,100,0,2,"clear_ex","none","clear_in","clear_in"
"33",1,17,37,51,100,30,2,"ambiguous","none","clear_in","clear_ex"
"34",2,26,8,0,67,0,2,"clear_ex","clear_ex","clear_in","clear_in"
"35",3,11,18,0,99,0,2,"ambiguous","clear_ex","clear_in","clear_ex"
"36",4,14,72,0,100,9,2,"clear_in","clear_in","clear_in","clear_ex"
"37",5,30,37,44,100,28,2,"clear_in","clear_ex","ambiguous","none"
"38",6,8,46,0,86,13,2,"clear_ex","clear_in","ambiguous","clear_in"
"39",7,21,35,0,99,0,2,"clear_in","ambiguous","clear_ex","clear_ex"
"40",8,19,71,0,99,1,2,"clear_in","none","none","clear_in"
"41",9,23,57,96,100,52,2,"clear_in","ambiguous","clear_in","clear_ex"
"42",10,25,64,16,100,25,2,"ambiguous","ambiguous","clear_in","none"
"43",11,16,36,0,99,20,2,"clear_in","clear_ex","clear_in","none"
"44",12,31,74,100,100,37,2,"clear_in","ambiguous","none","none"
"45",13,24,76,11,100,19,2,"ambiguous","none","clear_in","clear_in"
"46",14,29,29,0,100,0,2,"clear_ex","clear_in","ambiguous","clear_ex"
"47",15,28,52,0,100,12,2,"clear_in","clear_in","clear_ex","clear_in"
"48",16,5,85,0,99,0,2,"none","clear_in","clear_in","none"
"49",17,22,50,61,87,25,2,"clear_ex","clear_in","none","clear_in"
"50",18,12,81,0,99,1,2,"none","clear_in","clear_in","clear_in"
"51",19,7,56,0,83,2,2,"clear_in","none","none","clear_ex"
"52",20,2,23,1,88,0,2,"clear_ex","clear_in","none","none"
"53",21,3,58,19,98,4,2,"clear_ex","clear_in","clear_in","clear_ex"
"54",22,10,27,0,100,0,2,"ambiguous","clear_in","clear_ex","clear_in"
"55",23,13,97,28,100,13,2,"none","clear_in","clear_in","clear_ex"
"56",24,1,100,51,100,44,2,"clear_in","ambiguous","none","clear_ex"
"57",25,6,73,0,100,21,2,"none","ambiguous","clear_in","clear_in"
"58",26,4,39,24,87,6,2,"none","clear_in","none","clear_in"
"59",27,9,17,1,100,10,2,"clear_ex","ambiguous","clear_in","none"
"60",28,20,5,32,100,52,2,"clear_in","clear_ex","clear_ex","clear_in"
"61",29,27,9,52,100,30,2,"none","clear_ex","clear_in","none"
"62",30,18,47,0,100,11,2,"ambiguous","clear_in","clear_ex","clear_ex"
"63",0,12,55,18,88,17,3,"clear_in","none","none","clear_ex"
"64",1,25,67,26,89,18,3,"none","ambiguous","clear_in","clear_in"
"65",2,3,62,43,16,13,3,"clear_in","none","ambiguous","none"
"66",3,22,84,9,51,6,3,"clear_in","clear_in","ambiguous","clear_in"
"67",4,5,49,24,60,15,3,"clear_in","ambiguous","none","none"
"68",5,15,21,39,84,26,3,"clear_ex","ambiguous","clear_in","clear_in"
"69",6,7,14,1,8,0,3,"clear_ex","clear_in","clear_in","clear_ex"
"70",7,13,72,47,81,22,3,"none","clear_in","none","clear_ex"
"71",8,2,32,32,79,18,3,"clear_ex","clear_ex","clear_in","clear_in"
"72",9,4,10,12,31,6,3,"clear_ex","ambiguous","clear_in","clear_ex"
"73",10,8,74,31,43,20,3,"clear_in","none","none","clear_in"
"74",11,14,35,19,38,7,3,"ambiguous","clear_in","none","clear_in"
"75",12,26,19,8,9,1,3,"ambiguous","clear_ex","clear_in","clear_in"
"76",13,18,51,10,44,3,3,"clear_in","none","ambiguous","clear_in"
"77",14,21,74,27,59,17,3,"clear_in","ambiguous","clear_in","clear_ex"
"78",15,10,50,10,38,7,3,"clear_in","clear_ex","ambiguous","clear_ex"
"79",16,20,23,18,68,5,3,"ambiguous","none","clear_in","clear_ex"
"80",17,6,15,29,50,15,3,"ambiguous","clear_in","none","none"
"81",18,27,26,61,95,52,3,"clear_ex","clear_in","ambiguous","clear_ex"
"82",19,1,100,69,100,52,3,"clear_in","none","clear_in","clear_ex"
"83",20,16,12,19,78,14,3,"ambiguous","clear_in","clear_ex","clear_in"
"84",21,9,14,6,40,4,3,"clear_ex","none","clear_in","none"
"85",22,19,72,28,55,11,3,"clear_in","clear_in","clear_in","clear_ex"
"86",23,30,44,44,48,28,3,"ambiguous","clear_in","clear_ex","none"
"87",24,17,50,29,54,14,3,"ambiguous","ambiguous","clear_in","clear_in"
"88",25,24,6,11,20,7,3,"clear_in","ambiguous","clear_ex","none"
"89",26,29,32,30,47,20,3,"ambiguous","clear_ex","clear_in","clear_ex"
"90",27,31,82,51,52,47,3,"clear_in","none","clear_in","clear_in"
"91",28,28,49,21,65,11,3,"none","clear_in","clear_in","clear_ex"
"92",29,23,49,53,74,48,3,"clear_in","ambiguous","clear_ex","clear_ex"
"93",30,11,7,3,26,0,3,"clear_ex","ambiguous","clear_in","none"
"94",0,20,45,34,35,33,4,"clear_in","clear_in","none","none"
"95",1,24,45,49,45,46,4,"clear_in","clear_in","clear_ex","clear_ex"
"96",2,1,48,43,55,50,4,"clear_in","ambiguous","clear_ex","none"
"97",3,31,54,41,31,18,4,"clear_in","ambiguous","ambiguous","clear_in"
"98",4,22,41,35,43,30,4,"clear_in","clear_ex","none","none"
"99",5,23,39,41,39,34,4,"clear_ex","clear_in","clear_in","clear_in"
"100",6,29,48,33,37,44,4,"clear_in","none","ambiguous","clear_in"
"101",7,6,41,40,44,41,4,"none","clear_in","ambiguous","clear_in"
"102",8,14,37,29,34,39,4,"clear_in","clear_in","clear_ex","clear_in"
"103",9,17,34,49,62,28,4,"clear_ex","clear_in","ambiguous","clear_ex"
"104",10,4,35,42,50,24,4,"clear_ex","clear_in","ambiguous","clear_in"
"105",11,25,37,38,44,22,4,"clear_in","ambiguous","ambiguous","none"
"106",12,26,67,19,49,48,4,"none","clear_in","ambiguous","clear_ex"
"107",13,16,32,28,42,44,4,"none","clear_in","none","none"
"108",14,3,34,31,37,42,4,"none","clear_in","none","clear_ex"
"109",15,21,38,44,46,33,4,"ambiguous","clear_ex","clear_in","clear_in"
"110",16,8,48,41,34,27,4,"clear_in","none","clear_in","clear_ex"
"111",17,11,36,38,37,5,4,"clear_ex","ambiguous","clear_in","clear_ex"
"112",18,10,39,31,39,38,4,"clear_in","ambiguous","clear_in","clear_ex"
"113",19,2,35,40,36,33,4,"clear_ex","ambiguous","clear_in","clear_in"
"114",20,9,15,22,23,67,4,"clear_in","clear_ex","ambiguous","clear_in"
"115",21,18,38,40,43,39,4,"ambiguous","none","clear_in","clear_in"
"116",22,7,43,34,42,41,4,"none","ambiguous","clear_in","clear_ex"
"117",23,28,34,41,49,36,4,"ambiguous","clear_in","clear_ex","none"
"118",24,19,9,45,43,29,4,"clear_ex","clear_in","clear_in","none"
"119",25,27,51,25,41,49,4,"none","none","clear_in","clear_ex"
"120",26,5,28,44,53,40,4,"ambiguous","clear_ex","clear_in","clear_ex"
"121",27,13,36,51,40,48,4,"ambiguous","ambiguous","clear_in","clear_in"
"122",28,12,34,42,35,35,4,"clear_in","none","none","none"
"123",29,15,34,35,36,35,4,"clear_in","none","clear_in","none"
"124",30,30,64,44,58,44,4,"clear_in","clear_ex","none","clear_in"
"125",0,26,62,77,47,60,5,"clear_in","none","none","none"
"126",1,23,77,16,74,75,5,"clear_in","none","ambiguous","clear_in"
"127",2,28,58,22,81,57,5,"ambiguous","ambiguous","clear_in","none"
"128",3,7,59,56,58,78,5,"clear_in","none","ambiguous","clear_ex"
"129",4,27,61,73,60,32,5,"ambiguous","clear_ex","clear_in","clear_in"
"130",5,24,70,39,71,73,5,"clear_ex","clear_in","clear_in","clear_in"
"131",6,1,70,72,74,54,5,"none","none","clear_in","clear_in"
"132",7,9,58,67,73,59,5,"clear_in","ambiguous","clear_in","clear_ex"
"133",8,16,67,58,61,55,5,"clear_in","clear_in","clear_in","clear_in"
"134",9,30,66,57,54,50,5,"none","clear_in","ambiguous","clear_ex"
"135",10,31,87,86,88,93,5,"clear_in","ambiguous","clear_in","none"
"136",11,17,89,69,71,69,5,"none","clear_in","none","clear_in"
"137",12,25,71,67,58,63,5,"ambiguous","clear_in","ambiguous","clear_in"
"138",13,13,61,59,60,66,5,"none","clear_in","none","clear_ex"
"139",14,19,69,73,80,59,5,"clear_in","ambiguous","ambiguous","clear_in"
"140",15,21,51,51,71,50,5,"clear_ex","clear_in","none","clear_in"
"141",16,12,72,50,68,57,5,"clear_in","none","none","clear_ex"
"142",17,22,81,61,69,61,5,"none","none","clear_in","none"
"143",18,5,58,72,68,43,5,"clear_in","clear_in","ambiguous","none"
"144",19,11,72,58,50,62,5,"clear_in","clear_ex","clear_in","none"
"145",20,6,58,60,67,47,5,"ambiguous","none","clear_in","clear_ex"
"146",21,29,69,16,92,60,5,"clear_in","none","clear_ex","none"
"147",22,15,71,22,68,66,5,"clear_in","clear_ex","ambiguous","clear_in"
"148",23,2,72,54,63,46,5,"clear_ex","clear_in","clear_ex","clear_in"
"149",24,20,65,36,69,65,5,"clear_in","clear_ex","clear_in","clear_in"
"150",25,3,66,32,62,52,5,"clear_in","clear_ex","none","clear_in"
"151",26,10,82,30,71,62,5,"ambiguous","clear_in","ambiguous","clear_ex"
"152",27,8,71,22,72,65,5,"ambiguous","clear_in","clear_in","clear_in"
"153",28,4,72,33,70,56,5,"clear_ex","clear_ex","clear_in","clear_in"
"154",29,18,61,32,66,56,5,"ambiguous","none","clear_in","none"
"155",30,14,62,61,36,24,5,"none","clear_ex","clear_in","none"
"156",0,15,10,15,88,49,6,"clear_ex","clear_in","ambiguous","none"
"157",1,17,67,44,87,46,6,"clear_ex","clear_in","clear_ex","clear_in"
"158",2,9,11,22,85,39,6,"clear_ex","clear_in","none","clear_in"
"159",3,20,21,46,91,49,6,"none","clear_in","ambiguous","clear_in"
"160",4,5,37,51,85,46,6,"none","clear_in","ambiguous","clear_ex"
"161",5,23,23,16,83,33,6,"ambiguous","ambiguous","clear_in","none"
"162",6,31,52,64,89,46,6,"ambiguous","clear_in","clear_ex","none"
"163",7,18,10,16,82,39,6,"ambiguous","clear_ex","clear_in","none"
"164",8,14,32,10,84,26,6,"ambiguous","none","clear_in","clear_in"
"165",9,30,52,72,85,44,6,"ambiguous","ambiguous","clear_in","clear_in"
"166",10,10,40,17,85,51,6,"none","ambiguous","clear_in","none"
"167",11,19,72,15,86,42,6,"none","clear_in","none","none"
"168",12,28,14,50,95,48,6,"clear_ex","none","clear_in","none"
"169",13,6,72,69,98,49,6,"none","clear_in","clear_in","clear_in"
"170",14,25,100,75,84,49,6,"clear_in","clear_in","ambiguous","none"
"171",15,11,84,18,88,51,6,"clear_in","clear_in","clear_ex","clear_ex"
"172",16,4,2,25,78,28,6,"clear_in","clear_ex","none","none"
"173",17,1,99,84,100,52,6,"clear_in","clear_ex","none","clear_in"
"174",18,16,71,24,87,29,6,"clear_in","none","clear_in","clear_in"
"175",19,8,65,12,81,20,6,"clear_in","ambiguous","clear_ex","clear_in"
"176",20,26,24,18,81,42,6,"none","ambiguous","clear_in","clear_ex"
"177",21,3,66,27,93,49,6,"ambiguous","clear_in","clear_in","clear_in"
"178",22,21,72,22,86,34,6,"clear_in","clear_in","clear_ex","clear_in"
"179",23,12,68,27,90,49,6,"clear_in","clear_in","clear_in","none"
"180",24,22,88,23,79,34,6,"clear_in","ambiguous","clear_in","none"
"181",25,13,98,50,88,48,6,"clear_in","ambiguous","clear_in","clear_in"
"182",26,24,74,31,95,20,6,"ambiguous","clear_in","clear_in","clear_ex"
"183",27,27,53,64,94,50,6,"ambiguous","clear_ex","clear_in","clear_ex"
"184",28,29,73,22,78,21,6,"clear_in","none","ambiguous","clear_in"
"185",29,2,40,80,89,56,6,"ambiguous","clear_in","ambiguous","none"
"186",30,7,76,20,85,19,6,"none","clear_in","none","clear_in"
"187",0,14,74,21,53,14,7,"clear_in","ambiguous","ambiguous","clear_in"
"188",1,17,53,36,65,33,7,"clear_in","ambiguous","clear_in","clear_ex"
"189",2,28,22,28,34,22,7,"clear_in","none","ambiguous","none"
"190",3,22,62,51,49,35,7,"clear_in","clear_in","clear_in","clear_ex"
"191",4,11,33,26,44,29,7,"clear_ex","clear_in","clear_in","clear_in"
"192",5,1,90,53,76,43,7,"clear_in","clear_in","clear_ex","none"
"193",6,24,36,37,42,39,7,"none","clear_in","clear_ex","clear_in"
"194",7,12,13,26,17,22,7,"none","clear_in","none","clear_in"
"195",8,27,80,49,71,45,7,"clear_in","none","clear_in","clear_ex"
"196",9,7,60,53,31,48,7,"ambiguous","clear_in","ambiguous","clear_ex"
"197",10,4,17,20,21,17,7,"clear_in","none","clear_in","clear_in"
"198",11,5,60,51,61,46,7,"clear_in","ambiguous","clear_in","clear_in"
"199",12,16,11,6,37,26,7,"none","clear_in","none","none"
"200",13,3,54,39,49,28,7,"clear_in","ambiguous","clear_ex","clear_ex"
"201",14,8,26,15,26,10,7,"ambiguous","clear_in","none","none"
"202",15,15,39,16,28,7,7,"none","ambiguous","clear_in","none"
"203",16,19,21,15,28,22,7,"clear_ex","ambiguous","clear_in","none"
"204",17,18,62,44,43,34,7,"clear_in","clear_in","clear_ex","clear_in"
"205",18,30,60,50,48,51,7,"clear_in","none","clear_in","none"
"206",19,21,13,19,39,18,7,"clear_in","none","clear_ex","none"
"207",20,9,34,30,54,43,7,"ambiguous","clear_in","clear_ex","none"
"208",21,13,27,49,50,40,7,"none","clear_ex","clear_in","clear_in"
"209",22,26,45,46,48,55,7,"clear_in","none","none","clear_ex"
"210",23,2,56,53,51,48,7,"clear_in","clear_in","none","clear_ex"
"211",24,20,65,42,53,47,7,"clear_in","none","ambiguous","clear_in"
"212",25,23,47,36,35,36,7,"clear_ex","clear_in","none","none"
"213",26,31,40,49,49,32,7,"ambiguous","none","clear_in","clear_ex"
"214",27,6,44,26,57,35,7,"none","clear_in","clear_in","clear_ex"
"215",28,29,45,52,51,41,7,"clear_ex","ambiguous","clear_in","clear_ex"
"216",29,10,58,44,40,30,7,"clear_in","ambiguous","none","none"
"217",30,25,70,40,49,47,7,"clear_in","ambiguous","ambiguous","none"
"218",0,3,50,3,71,43,8,"clear_in","ambiguous","none","clear_in"
"219",1,25,71,28,81,29,8,"clear_in","none","clear_in","none"
"220",2,15,51,18,63,24,8,"none","clear_in","clear_in","none"
"221",3,13,82,13,67,30,8,"clear_in","none","none","clear_in"
"222",4,27,41,26,69,12,8,"none","clear_ex","clear_in","none"
"223",5,19,34,10,67,7,8,"clear_in","ambiguous","clear_ex","clear_ex"
"224",6,12,67,10,60,10,8,"clear_in","clear_in","clear_ex","none"
"225",7,26,31,6,19,12,8,"none","clear_in","clear_ex","none"
"226",8,7,32,5,29,9,8,"ambiguous","ambiguous","clear_in","clear_in"
"227",9,31,25,9,50,12,8,"none","ambiguous","clear_in","none"
"228",10,14,54,15,38,12,8,"ambiguous","clear_in","clear_ex","clear_in"
"229",11,21,44,20,52,12,8,"none","clear_in","clear_in","clear_ex"
"230",12,23,51,13,56,13,8,"ambiguous","clear_in","ambiguous","none"
"231",13,4,22,17,41,16,8,"clear_ex","clear_in","clear_ex","clear_in"
"232",14,30,35,17,53,15,8,"clear_in","clear_ex","clear_in","clear_ex"
"233",15,18,52,7,55,13,8,"clear_in","clear_in","clear_ex","clear_in"
"234",16,8,65,11,57,11,8,"clear_ex","clear_in","clear_in","none"
"235",17,24,58,12,58,14,8,"ambiguous","none","clear_in","none"
"236",18,17,63,7,31,10,8,"clear_ex","clear_in","clear_in","clear_in"
"237",19,11,35,12,61,11,8,"clear_ex","none","clear_in","none"
"238",20,16,59,7,32,5,8,"ambiguous","clear_in","clear_in","none"
"239",21,20,83,7,60,11,8,"clear_in","clear_in","none","clear_in"
"240",22,9,63,15,58,12,8,"ambiguous","clear_in","ambiguous","clear_in"
"241",23,6,47,5,56,10,8,"clear_in","ambiguous","clear_ex","none"
"242",24,5,23,7,14,10,8,"none","none","clear_in","none"
"243",25,28,52,9,29,5,8,"clear_ex","clear_in","ambiguous","clear_in"
"244",26,29,45,7,30,7,8,"ambiguous","clear_in","clear_ex","clear_ex"
"245",27,22,70,11,26,7,8,"clear_in","clear_in","none","clear_ex"
"246",28,1,90,40,83,31,8,"ambiguous","none","clear_in","clear_ex"
"247",29,2,47,4,24,7,8,"clear_ex","none","clear_in","clear_in"
"248",30,10,75,11,51,5,8,"clear_in","none","ambiguous","none"
"249",0,22,77,83,95,44,9,"clear_in","clear_ex","clear_in","none"
"250",1,2,57,80,92,50,9,"ambiguous","clear_in","ambiguous","clear_in"
"251",2,5,94,88,90,44,9,"clear_in","none","clear_in","clear_ex"
"252",3,24,92,90,92,47,9,"clear_ex","ambiguous","clear_in","clear_in"
"253",4,23,93,90,89,85,9,"none","clear_in","clear_ex","none"
"254",5,9,80,73,91,51,9,"clear_ex","clear_in","ambiguous","clear_in"
"255",6,17,87,81,91,75,9,"clear_in","clear_ex","clear_in","clear_in"
"256",7,8,85,90,82,81,9,"clear_in","clear_ex","none","clear_in"
"257",8,21,37,79,94,57,9,"clear_in","none","clear_ex","clear_in"
"258",9,27,28,87,97,70,9,"clear_ex","clear_in","clear_in","clear_in"
"259",10,12,87,82,93,53,9,"none","clear_in","clear_in","none"
"260",11,13,35,30,94,75,9,"clear_ex","clear_in","ambiguous","none"
"261",12,3,91,87,86,88,9,"none","clear_in","clear_ex","clear_in"
"262",13,30,89,87,45,89,9,"clear_in","ambiguous","clear_ex","clear_in"
"263",14,20,63,48,93,53,9,"ambiguous","clear_ex","clear_in","clear_in"
"264",15,14,44,80,94,50,9,"clear_in","clear_ex","ambiguous","clear_ex"
"265",16,18,26,78,94,49,9,"none","clear_ex","clear_in","none"
"266",17,19,25,69,90,40,9,"clear_in","ambiguous","clear_ex","none"
"267",18,28,85,80,92,69,9,"none","clear_in","clear_in","clear_in"
"268",19,11,81,69,90,57,9,"clear_in","ambiguous","clear_ex","clear_ex"
"269",20,31,94,69,91,58,9,"clear_in","ambiguous","none","clear_in"
"270",21,29,84,79,91,48,9,"clear_ex","ambiguous","clear_in","clear_ex"
"271",22,7,94,50,94,47,9,"clear_in","clear_in","none","clear_in"
"272",23,1,90,90,97,96,9,"clear_in","none","none","clear_in"
"273",24,10,92,90,88,48,9,"clear_ex","clear_in","none","clear_in"
"274",25,25,94,81,96,66,9,"clear_in","none","ambiguous","clear_in"
"275",26,6,43,84,91,64,9,"clear_in","ambiguous","clear_in","clear_ex"
"276",27,15,56,56,89,74,9,"ambiguous","ambiguous","clear_in","clear_ex"
"277",28,4,86,81,87,50,9,"none","clear_in","ambiguous","none"
"278",29,26,47,72,89,59,9,"ambiguous","clear_ex","clear_in","clear_ex"
"279",30,16,95,59,91,48,9,"clear_in","none","ambiguous","none"
"280",0,22,18,71,87,46,10,"clear_ex","clear_ex","clear_in","clear_in"
"281",1,11,96,2,97,2,10,"clear_in","clear_in","clear_in","none"
"282",2,15,48,11,100,19,10,"clear_in","clear_ex","clear_in","none"
"283",3,21,78,16,98,14,10,"clear_in","clear_ex","ambiguous","none"
"284",4,13,98,99,99,87,10,"clear_in","clear_in","ambiguous","none"
"285",5,9,98,84,98,81,10,"clear_in","clear_in","clear_in","clear_ex"
"286",6,28,57,78,98,69,10,"ambiguous","none","clear_in","clear_ex"
"287",7,24,17,79,97,58,10,"clear_in","none","clear_in","clear_in"
"288",8,10,33,63,99,48,10,"ambiguous","clear_ex","clear_in","clear_ex"
"289",9,14,72,55,92,39,10,"clear_in","ambiguous","none","clear_in"
"290",10,30,19,76,88,58,10,"clear_in","clear_in","none","none"
"291",11,16,38,71,97,46,10,"clear_ex","ambiguous","clear_in","clear_in"
"292",12,25,47,74,98,48,10,"ambiguous","clear_in","clear_in","clear_ex"
"293",13,19,88,67,96,51,10,"clear_in","clear_in","clear_ex","none"
"294",14,1,100,99,97,63,10,"clear_ex","clear_in","none","none"
"295",15,2,98,69,99,57,10,"clear_in","none","ambiguous","clear_ex"
"296",16,23,86,99,99,61,10,"clear_in","ambiguous","clear_ex","clear_in"
"297",17,7,65,98,97,53,10,"clear_in","clear_ex","none","clear_in"
"298",18,8,48,65,95,46,10,"clear_ex","none","clear_in","clear_in"
"299",19,27,100,98,97,54,10,"clear_in","none","clear_in","clear_ex"
"300",20,20,25,67,97,58,10,"clear_in","ambiguous","ambiguous","clear_ex"
"301",21,6,64,48,53,48,10,"clear_in","none","none","clear_in"
"302",22,26,67,60,63,44,10,"none","clear_in","ambiguous","clear_in"
"303",23,29,59,67,86,52,10,"clear_in","clear_ex","ambiguous","clear_ex"
"304",24,12,62,49,98,41,10,"ambiguous","clear_in","clear_ex","none"
"305",25,5,26,43,65,37,10,"clear_ex","clear_in","ambiguous","clear_ex"
"306",26,18,66,56,99,46,10,"clear_in","none","none","clear_ex"
"307",27,17,56,75,86,61,10,"none","none","clear_in","clear_ex"
"308",28,31,78,98,99,64,10,"clear_ex","clear_in","clear_in","none"
"309",29,3,21,59,85,34,10,"clear_in","none","clear_ex","clear_in"
"310",30,4,35,43,79,36,10,"none","clear_ex","clear_in","clear_in"
"311",0,21,71,16,87,33,11,"clear_in","clear_in","clear_ex","clear_ex"
"312",1,22,75,46,95,41,11,"none","clear_in","none","clear_ex"
"313",2,25,14,5,72,28,11,"clear_in","clear_ex","clear_in","none"
"314",3,30,81,63,92,44,11,"clear_in","clear_in","ambiguous","clear_in"
"315",4,17,47,4,94,12,11,"ambiguous","none","clear_in","none"
"316",5,14,60,6,91,31,11,"clear_in","clear_ex","clear_ex","clear_in"
"317",6,27,82,31,74,39,11,"clear_in","clear_ex","ambiguous","clear_ex"
"318",7,6,94,60,98,66,11,"none","clear_in","ambiguous","none"
"319",8,19,23,0,96,27,11,"ambiguous","clear_in","clear_ex","clear_ex"
"320",9,4,20,0,83,11,11,"ambiguous","clear_in","none","clear_in"
"321",10,3,49,0,67,34,11,"clear_ex","clear_in","ambiguous","clear_in"
"322",11,12,8,2,73,18,11,"ambiguous","ambiguous","clear_in","none"
"323",12,11,60,7,76,23,11,"none","clear_in","clear_ex","none"
"324",13,31,97,68,96,51,11,"none","clear_in","ambiguous","clear_in"
"325",14,26,0,0,100,0,11,"none","none","clear_in","none"
"326",15,9,100,1,100,23,11,"clear_in","none","clear_in","none"
"327",16,7,0,0,62,0,11,"none","none","clear_in","clear_ex"
"328",17,13,68,16,89,33,11,"clear_ex","clear_in","none","clear_in"
"329",18,15,85,27,96,26,11,"clear_in","none","clear_in","clear_ex"
"330",19,29,2,5,91,15,11,"none","clear_ex","clear_in","none"
"331",20,20,19,1,80,2,11,"ambiguous","clear_in","clear_in","none"
"332",21,16,0,0,56,48,11,"ambiguous","clear_ex","clear_in","none"
"333",22,5,100,0,96,15,11,"clear_in","ambiguous","ambiguous","clear_ex"
"334",23,24,66,3,82,11,11,"clear_in","ambiguous","clear_ex","none"
"335",24,28,85,33,90,11,11,"clear_in","clear_in","none","clear_in"
"336",25,23,15,22,80,24,11,"ambiguous","clear_in","none","none"
"337",26,8,68,2,84,12,11,"clear_in","ambiguous","ambiguous","none"
"338",27,10,64,0,68,2,11,"clear_in","none","clear_ex","none"
"339",28,2,64,8,94,26,11,"clear_in","clear_ex","clear_in","clear_ex"
"340",29,18,18,24,81,18,11,"clear_ex","clear_in","clear_in","clear_ex"
"341",30,1,11,31,79,22,11,"clear_ex","clear_in","clear_ex","clear_in"
"342",0,23,34,15,48,10,12,"ambiguous","clear_in","ambiguous","none"
"343",1,30,69,2,17,1,12,"none","clear_in","clear_in","clear_in"
"344",2,9,41,2,24,1,12,"clear_ex","none","clear_in","clear_in"
"345",3,22,58,2,12,1,12,"ambiguous","none","clear_in","none"
"346",4,14,64,1,43,0,12,"clear_in","clear_in","clear_ex","none"
"347",5,27,1,2,41,11,12,"clear_ex","clear_in","ambiguous","clear_ex"
"348",6,15,26,1,19,1,12,"clear_ex","ambiguous","clear_in","clear_ex"
"349",7,13,72,13,16,11,12,"none","none","clear_in","clear_in"
"350",8,18,69,5,11,2,12,"none","ambiguous","clear_in","clear_in"
"351",9,31,80,9,10,9,12,"clear_in","ambiguous","clear_ex","none"
"352",10,17,71,9,8,9,12,"clear_ex","clear_in","none","clear_in"
"353",11,25,50,1,3,2,12,"clear_ex","ambiguous","clear_in","clear_in"
"354",12,11,89,0,1,1,12,"clear_in","none","ambiguous","clear_ex"
"355",13,24,49,0,13,0,12,"none","clear_in","clear_ex","none"
"356",14,6,80,5,6,6,12,"clear_in","clear_in","ambiguous","clear_ex"
"357",15,28,64,3,2,2,12,"ambiguous","clear_ex","clear_in","clear_in"
"358",16,8,65,5,4,4,12,"clear_ex","clear_ex","clear_in","clear_in"
"359",17,7,98,1,1,3,12,"clear_in","clear_in","clear_in","clear_in"
"360",18,16,15,4,3,3,12,"ambiguous","clear_ex","clear_in","none"
"361",19,26,49,5,3,4,12,"ambiguous","none","clear_in","clear_ex"
"362",20,5,81,0,1,2,12,"ambiguous","clear_in","clear_ex","clear_in"
"363",21,20,48,2,3,2,12,"clear_ex","clear_in","none","none"
"364",22,3,88,3,2,3,12,"clear_in","none","clear_ex","clear_in"
"365",23,12,49,2,3,3,12,"clear_in","clear_ex","ambiguous","none"
"366",24,2,89,1,15,2,12,"clear_ex","clear_in","ambiguous","none"
"367",25,1,23,2,8,3,12,"ambiguous","clear_in","clear_ex","clear_ex"
"368",26,10,81,5,3,6,12,"clear_in","ambiguous","none","clear_ex"
"369",27,21,97,1,1,1,12,"clear_in","ambiguous","none","clear_in"
"370",28,29,43,6,10,7,12,"ambiguous","clear_ex","clear_in","clear_ex"
