"","question","scenario","rating","recall","realrate","know","num_uid","physical","document","witness","character"
"1108",22,11,35,37,54,28,36,"clear_ex","ambiguous","clear_in","clear_ex"
"1109",23,1,35,51,74,46,36,"clear_in","ambiguous","clear_ex","clear_ex"
"1110",24,10,61,48,79,43,36,"clear_in","none","none","clear_in"
"1111",25,13,84,68,82,51,36,"clear_in","clear_ex","clear_in","clear_in"
"1112",26,27,71,62,82,56,36,"ambiguous","clear_in","clear_ex","clear_in"
"1113",27,19,54,46,54,45,36,"ambiguous","ambiguous","clear_in","clear_ex"
"1114",28,4,30,15,27,30,36,"ambiguous","none","clear_in","clear_ex"
"1115",29,5,72,40,64,45,36,"clear_in","ambiguous","ambiguous","none"
"1116",30,16,41,40,58,30,36,"ambiguous","clear_in","ambiguous","none"
"1117",0,5,95,68,92,50,37,"clear_in","ambiguous","none","clear_ex"
"1118",1,9,6,85,92,10,37,"none","clear_in","clear_ex","none"
"1119",2,8,26,77,91,7,37,"none","clear_in","clear_ex","clear_in"
"1120",3,16,11,95,91,5,37,"ambiguous","clear_in","clear_ex","clear_ex"
"1121",4,17,44,95,85,9,37,"clear_ex","none","clear_in","none"
"1122",5,1,4,96,97,7,37,"clear_ex","clear_in","none","none"
"1123",6,15,91,93,97,5,37,"clear_in","none","ambiguous","none"
"1124",7,14,90,51,96,3,37,"clear_in","none","ambiguous","clear_in"
"1125",8,30,95,96,95,17,37,"ambiguous","clear_in","none","clear_ex"
"1126",9,11,96,95,96,16,37,"clear_in","clear_ex","ambiguous","none"
"1127",10,12,52,93,93,87,37,"clear_ex","ambiguous","clear_in","clear_ex"
"1128",11,28,91,95,92,54,37,"clear_in","ambiguous","clear_in","clear_in"
"1129",12,22,98,99,95,47,37,"ambiguous","ambiguous","clear_in","clear_in"
"1130",13,7,48,95,95,46,37,"ambiguous","clear_ex","clear_in","none"
"1131",14,29,59,96,97,50,37,"clear_ex","clear_in","none","clear_in"
"1132",15,24,80,93,93,39,37,"none","clear_in","clear_in","clear_ex"
"1133",16,4,95,97,97,46,37,"none","clear_in","none","clear_ex"
"1134",17,31,98,97,97,50,37,"clear_in","none","none","clear_ex"
"1135",18,6,96,96,89,46,37,"none","clear_in","ambiguous","clear_ex"
"1136",19,2,94,94,95,47,37,"none","none","clear_in","none"
"1137",20,18,85,92,98,57,37,"ambiguous","clear_in","none","none"
"1138",21,25,98,96,94,55,37,"clear_ex","clear_in","clear_in","none"
"1139",22,19,98,94,95,47,37,"clear_in","clear_in","ambiguous","none"
"1140",23,26,61,92,99,50,37,"ambiguous","clear_in","clear_in","clear_in"
"1141",24,27,99,99,97,51,37,"clear_in","none","none","clear_in"
"1142",25,21,99,98,95,56,37,"clear_in","none","clear_in","none"
"1143",26,23,97,96,96,44,37,"clear_in","none","clear_in","clear_ex"
"1144",27,10,53,98,97,43,37,"clear_in","clear_ex","none","none"
"1145",28,20,70,98,100,49,37,"clear_in","ambiguous","none","none"
"1146",29,13,72,98,99,45,37,"clear_in","clear_ex","clear_ex","clear_in"
"1147",30,3,86,99,95,45,37,"clear_in","clear_in","ambiguous","clear_in"
"1148",0,26,55,11,29,13,38,"none","ambiguous","clear_in","none"
"1149",1,10,15,23,21,14,38,"ambiguous","clear_ex","clear_in","clear_in"
"1150",2,28,28,18,19,13,38,"clear_ex","ambiguous","clear_in","none"
"1151",3,22,98,61,62,48,38,"clear_in","clear_in","none","none"
"1152",4,4,53,16,21,15,38,"none","none","clear_in","clear_in"
"1153",5,6,36,41,25,26,38,"clear_in","clear_ex","none","clear_in"
"1154",6,29,27,53,43,43,38,"none","clear_in","ambiguous","none"
"1155",7,12,77,56,60,42,38,"clear_in","clear_ex","ambiguous","none"
"1156",8,30,55,43,43,37,38,"clear_ex","clear_in","clear_in","clear_in"
"1157",9,16,27,29,36,50,38,"clear_in","clear_ex","clear_in","clear_ex"
"1158",10,18,49,31,61,49,38,"clear_in","ambiguous","ambiguous","clear_in"
"1159",11,23,39,38,49,39,38,"clear_in","none","none","none"
"1160",12,19,80,47,53,30,38,"ambiguous","none","clear_in","clear_in"
"1161",13,21,73,63,58,79,38,"clear_in","clear_ex","ambiguous","clear_ex"
"1162",14,13,50,55,54,48,38,"clear_in","ambiguous","clear_ex","clear_ex"
"1163",15,14,39,26,25,45,38,"ambiguous","clear_in","clear_in","none"
"1164",16,27,71,71,74,75,38,"clear_in","none","clear_ex","clear_in"
"1165",17,3,20,28,22,18,38,"none","clear_ex","clear_in","clear_in"
"1166",18,5,57,61,51,53,38,"ambiguous","clear_ex","clear_in","clear_ex"
"1167",19,17,36,37,36,64,38,"none","clear_in","ambiguous","clear_ex"
"1168",20,2,40,48,61,49,38,"clear_in","ambiguous","ambiguous","none"
"1169",21,20,48,53,43,41,38,"clear_in","clear_in","clear_ex","clear_ex"
"1170",22,25,42,58,52,47,38,"clear_ex","clear_in","clear_in","clear_ex"
"1171",23,9,61,64,46,40,38,"clear_in","none","clear_in","clear_in"
"1172",24,15,40,35,21,31,38,"clear_ex","ambiguous","clear_in","clear_ex"
"1173",25,24,33,26,34,24,38,"clear_in","clear_in","clear_in","clear_in"
"1174",26,11,50,49,57,44,38,"clear_in","clear_in","clear_in","none"
"1175",27,31,71,61,69,60,38,"ambiguous","clear_in","clear_in","clear_in"
"1176",28,1,57,54,48,44,38,"ambiguous","none","clear_in","clear_ex"
"1177",29,8,64,36,41,32,38,"clear_ex","clear_in","ambiguous","none"
"1178",30,7,66,53,60,45,38,"none","clear_in","none","none"
"1179",0,2,60,14,81,16,39,"clear_in","clear_ex","ambiguous","clear_in"
"1180",1,19,33,37,62,24,39,"ambiguous","none","clear_in","clear_in"
"1181",2,14,50,24,14,14,39,"clear_in","ambiguous","clear_ex","none"
"1182",3,10,72,24,67,15,39,"ambiguous","clear_in","none","none"
"1183",4,8,38,27,45,22,39,"clear_ex","clear_in","none","clear_in"
"1184",5,16,62,14,34,31,39,"clear_ex","none","clear_in","clear_in"
"1185",6,23,47,75,23,56,39,"none","clear_in","clear_in","clear_in"
"1186",7,12,0,18,50,10,39,"none","none","clear_in","clear_in"
"1187",8,22,50,25,49,15,39,"none","none","clear_in","none"
"1188",9,13,67,29,55,21,39,"clear_in","ambiguous","none","clear_in"
"1189",10,9,20,25,36,14,39,"none","clear_in","ambiguous","clear_ex"
"1190",11,1,51,10,52,11,39,"clear_in","ambiguous","ambiguous","clear_in"
"1191",12,29,58,27,58,18,39,"clear_in","none","clear_in","none"
"1192",13,18,69,24,62,19,39,"ambiguous","clear_in","clear_in","clear_in"
"1193",14,20,43,20,65,21,39,"clear_ex","ambiguous","clear_in","clear_ex"
"1194",15,7,18,16,47,33,39,"ambiguous","clear_in","ambiguous","clear_in"
"1195",16,3,40,19,28,10,39,"ambiguous","clear_in","ambiguous","none"
"1196",17,27,63,24,80,18,39,"clear_in","clear_in","clear_in","clear_ex"
"1197",18,17,30,25,31,15,39,"clear_in","none","ambiguous","clear_ex"
"1198",19,28,25,20,35,19,39,"clear_in","ambiguous","ambiguous","none"
"1199",20,30,50,14,20,14,39,"clear_in","none","none","clear_in"
"1200",21,15,77,14,38,15,39,"none","ambiguous","clear_in","clear_ex"
"1201",22,5,80,14,65,11,39,"clear_in","none","clear_in","clear_ex"
"1202",23,11,59,29,23,16,39,"none","ambiguous","clear_in","clear_in"
"1203",24,26,27,15,15,18,39,"none","clear_ex","clear_in","none"
"1204",25,25,29,23,20,14,39,"clear_in","clear_ex","clear_in","none"
"1205",26,31,98,31,85,62,39,"clear_in","clear_in","ambiguous","none"
"1206",27,21,15,29,26,16,39,"clear_ex","clear_ex","clear_in","clear_in"
"1207",28,4,46,23,14,10,39,"clear_in","clear_in","clear_ex","clear_in"
"1208",29,6,22,38,44,38,39,"ambiguous","ambiguous","clear_in","none"
"1209",30,24,82,33,10,17,39,"clear_ex","clear_in","clear_ex","clear_in"
"1210",0,24,84,1,34,1,40,"clear_in","clear_in","clear_in","clear_ex"
"1211",1,2,1,29,48,12,40,"clear_in","clear_ex","clear_ex","clear_in"
"1212",2,30,74,84,80,27,40,"clear_ex","clear_in","clear_in","none"
"1213",3,14,99,10,89,0,40,"clear_in","clear_in","clear_in","clear_in"
"1214",4,18,3,3,81,8,40,"ambiguous","clear_in","clear_ex","clear_ex"
"1215",5,1,11,1,49,7,40,"clear_ex","ambiguous","clear_in","clear_ex"
"1216",6,27,5,1,13,1,40,"clear_in","clear_ex","clear_in","none"
"1217",7,23,69,75,95,45,40,"ambiguous","clear_in","ambiguous","none"
"1218",8,19,4,0,54,2,40,"clear_ex","clear_in","ambiguous","clear_ex"
"1219",9,11,79,5,94,37,40,"clear_in","ambiguous","ambiguous","clear_ex"
"1220",10,5,86,2,91,3,40,"clear_in","clear_ex","ambiguous","clear_in"
"1221",11,17,87,26,84,50,40,"clear_in","none","ambiguous","clear_ex"
"1222",12,20,56,2,9,2,40,"ambiguous","clear_in","clear_ex","clear_in"
"1223",13,4,28,3,52,2,40,"none","clear_in","clear_ex","none"
"1224",14,6,86,6,86,1,40,"clear_in","ambiguous","clear_ex","none"
"1225",15,29,75,84,98,57,40,"none","clear_in","none","clear_ex"
"1226",16,8,67,1,49,2,40,"clear_in","clear_in","clear_ex","clear_ex"
"1227",17,13,98,98,98,83,40,"clear_in","none","clear_in","clear_in"
"1228",18,21,16,1,44,1,40,"clear_ex","clear_in","none","none"
"1229",19,7,51,10,49,1,40,"ambiguous","clear_in","ambiguous","clear_ex"
"1230",20,26,25,14,61,5,40,"clear_ex","none","clear_in","clear_in"
"1231",21,25,99,88,100,75,40,"clear_in","ambiguous","clear_in","none"
"1232",22,16,39,15,16,3,40,"ambiguous","ambiguous","clear_in","none"
"1233",23,31,98,100,99,47,40,"clear_in","clear_in","clear_ex","clear_in"
"1234",24,22,97,79,84,50,40,"clear_in","ambiguous","ambiguous","clear_in"
"1235",25,15,81,15,81,1,40,"clear_ex","clear_in","none","clear_in"
"1236",26,3,91,0,88,0,40,"clear_ex","clear_in","ambiguous","clear_in"
"1237",27,10,99,40,76,14,40,"clear_in","none","clear_in","none"
"1238",28,9,79,44,85,33,40,"none","none","clear_in","none"
"1239",29,28,99,23,84,4,40,"none","clear_in","clear_in","clear_ex"
"1240",30,12,78,24,76,8,40,"clear_in","clear_in","clear_ex","none"
"1241",0,8,46,17,98,2,41,"clear_ex","clear_in","clear_ex","clear_in"
"1242",1,1,89,100,96,87,41,"ambiguous","clear_in","clear_in","none"
"1243",2,6,51,89,99,63,41,"clear_ex","ambiguous","clear_in","clear_ex"
"1244",3,7,98,93,95,94,41,"ambiguous","ambiguous","clear_in","none"
"1245",4,12,11,90,98,70,41,"clear_ex","clear_in","ambiguous","clear_ex"
"1246",5,4,64,72,84,73,41,"clear_in","clear_ex","clear_in","clear_in"
"1247",6,31,99,100,100,97,41,"clear_ex","clear_in","none","clear_in"
"1248",7,3,78,85,99,45,41,"clear_in","clear_in","ambiguous","clear_in"
"1249",8,21,99,96,97,100,41,"clear_in","clear_in","clear_ex","clear_ex"
"1250",9,17,98,97,100,67,41,"none","clear_ex","clear_in","clear_in"
"1251",10,22,100,86,96,77,41,"clear_in","clear_in","clear_ex","clear_in"
"1252",11,23,92,87,84,86,41,"clear_ex","clear_in","clear_in","none"
"1253",12,26,98,99,98,89,41,"clear_in","ambiguous","clear_in","none"
"1254",13,5,72,64,76,61,41,"clear_in","none","none","clear_ex"
"1255",14,24,76,75,91,76,41,"none","none","clear_in","clear_in"
"1256",15,11,84,77,78,63,41,"clear_in","ambiguous","ambiguous","clear_ex"
"1257",16,19,93,88,100,95,41,"none","ambiguous","clear_in","clear_ex"
"1258",17,27,98,99,99,94,41,"clear_in","ambiguous","clear_in","clear_ex"
"1259",18,15,70,75,79,67,41,"none","clear_in","ambiguous","none"
"1260",19,9,51,50,77,24,41,"clear_ex","clear_in","clear_in","clear_ex"
"1261",20,13,53,53,68,56,41,"none","clear_in","clear_ex","clear_in"
"1262",21,25,63,57,56,50,41,"ambiguous","ambiguous","clear_in","clear_in"
"1263",22,28,69,60,64,51,41,"clear_in","clear_ex","ambiguous","clear_in"
"1264",23,20,1,52,56,54,41,"ambiguous","none","clear_in","clear_ex"
"1265",24,18,49,47,46,45,41,"none","clear_in","ambiguous","clear_ex"
"1266",25,14,49,48,47,51,41,"clear_in","clear_ex","ambiguous","clear_ex"
"1267",26,29,50,50,48,45,41,"clear_ex","clear_in","clear_in","clear_in"
"1268",27,2,53,57,58,50,41,"clear_in","ambiguous","none","clear_in"
"1269",28,16,72,63,85,45,41,"ambiguous","clear_in","ambiguous","none"
"1270",29,30,67,59,61,55,41,"none","clear_in","none","clear_ex"
"1271",30,10,53,53,53,44,41,"none","clear_in","clear_in","clear_in"
"1272",0,8,60,0,81,70,42,"clear_in","ambiguous","clear_in","clear_ex"
"1273",1,31,100,89,100,73,42,"clear_ex","clear_in","none","none"
"1274",2,1,100,51,100,82,42,"ambiguous","clear_ex","clear_in","clear_in"
"1275",3,19,100,0,100,51,42,"clear_in","clear_ex","clear_ex","clear_in"
"1276",4,14,100,21,100,74,42,"clear_in","none","none","none"
"1277",5,27,100,100,100,100,42,"none","clear_ex","clear_in","clear_in"
"1278",6,25,100,100,100,100,42,"clear_in","clear_in","clear_in","clear_ex"
"1279",7,6,100,12,100,56,42,"none","clear_in","clear_in","clear_ex"
"1280",8,15,100,64,100,54,42,"clear_in","none","ambiguous","clear_in"
"1281",9,12,100,57,100,56,42,"ambiguous","clear_in","clear_in","clear_ex"
"1282",10,20,100,11,100,11,42,"ambiguous","clear_in","clear_ex","clear_in"
"1283",11,24,22,2,84,8,42,"clear_in","clear_ex","ambiguous","clear_ex"
"1284",12,16,100,19,95,44,42,"ambiguous","ambiguous","clear_in","clear_ex"
"1285",13,23,99,49,100,40,42,"clear_ex","clear_in","clear_in","none"
"1286",14,13,100,90,100,74,42,"clear_ex","none","clear_in","clear_in"
"1287",15,5,100,54,100,57,42,"clear_in","clear_in","ambiguous","clear_in"
"1288",16,18,100,83,100,58,42,"ambiguous","none","clear_in","clear_in"
"1289",17,11,100,6,100,6,42,"none","clear_in","none","clear_ex"
"1290",18,3,97,58,100,51,42,"clear_in","none","clear_ex","none"
"1291",19,9,6,12,91,53,42,"clear_ex","clear_in","ambiguous","clear_ex"
"1292",20,28,100,49,89,44,42,"ambiguous","none","clear_in","clear_ex"
"1293",21,26,97,5,79,2,42,"clear_in","clear_ex","ambiguous","clear_in"
"1294",22,7,69,15,53,17,42,"clear_ex","clear_in","clear_ex","clear_in"
"1295",23,22,99,48,97,45,42,"clear_in","clear_ex","none","clear_in"
"1296",24,30,99,50,82,45,42,"clear_in","clear_in","clear_in","clear_in"
"1297",25,21,97,48,87,45,42,"clear_ex","clear_in","clear_in","clear_in"
"1298",26,17,100,51,99,48,42,"ambiguous","clear_in","ambiguous","clear_in"
"1299",27,2,97,26,93,45,42,"clear_in","ambiguous","clear_ex","none"
"1300",28,29,5,49,95,43,42,"ambiguous","clear_in","clear_ex","clear_ex"
"1301",29,4,98,27,73,29,42,"clear_in","ambiguous","ambiguous","none"
"1302",30,10,97,13,88,30,42,"ambiguous","clear_in","clear_in","clear_in"
"1303",0,22,53,12,59,37,43,"clear_in","ambiguous","none","clear_ex"
"1304",1,9,39,54,53,6,43,"clear_ex","clear_in","ambiguous","clear_in"
"1305",2,29,75,9,82,10,43,"ambiguous","ambiguous","clear_in","clear_ex"
"1306",3,6,50,55,88,32,43,"clear_in","clear_ex","clear_in","clear_ex"
"1307",4,31,79,8,94,6,43,"clear_in","none","clear_in","none"
"1308",5,30,12,6,49,7,43,"ambiguous","clear_ex","clear_in","clear_ex"
"1309",6,23,53,8,65,6,43,"clear_ex","none","clear_in","none"
"1310",7,7,68,4,53,15,43,"clear_in","clear_in","ambiguous","clear_ex"
"1311",8,10,55,6,50,19,43,"none","clear_in","clear_in","clear_ex"
"1312",9,8,42,4,61,9,43,"ambiguous","clear_in","ambiguous","clear_ex"
"1313",10,14,62,3,63,3,43,"clear_in","none","ambiguous","none"
"1314",11,4,53,5,40,17,43,"clear_ex","clear_in","ambiguous","none"
"1315",12,5,62,4,54,8,43,"ambiguous","clear_in","none","clear_in"
"1316",13,16,45,3,65,19,43,"clear_in","ambiguous","none","none"
"1317",14,2,24,63,86,34,43,"ambiguous","clear_in","ambiguous","none"
"1318",15,25,52,3,77,9,43,"ambiguous","clear_ex","clear_in","clear_in"
"1319",16,20,37,18,67,20,43,"none","ambiguous","clear_in","clear_in"
"1320",17,17,53,3,71,31,43,"clear_ex","clear_in","ambiguous","clear_ex"
"1321",18,27,54,15,85,27,43,"clear_ex","clear_in","none","none"
"1322",19,19,52,42,67,31,43,"clear_in","ambiguous","ambiguous","clear_ex"
"1323",20,3,17,3,73,18,43,"ambiguous","none","clear_in","clear_ex"
"1324",21,11,50,1,53,7,43,"clear_in","none","clear_ex","none"
"1325",22,28,22,2,41,8,43,"none","none","clear_in","clear_ex"
"1326",23,1,88,11,89,29,43,"clear_in","none","clear_in","clear_ex"
"1327",24,15,57,9,91,36,43,"clear_ex","ambiguous","clear_in","clear_in"
"1328",25,13,95,2,95,49,43,"clear_in","clear_ex","none","clear_in"
"1329",26,26,39,0,29,5,43,"none","clear_in","none","clear_ex"
"1330",27,21,18,3,74,16,43,"clear_ex","clear_ex","clear_in","clear_in"
"1331",28,24,38,3,51,4,43,"none","clear_ex","clear_in","none"
"1332",29,18,73,2,61,16,43,"ambiguous","ambiguous","clear_in","none"
"1333",30,12,51,1,58,9,43,"clear_ex","clear_in","clear_ex","clear_in"
"1334",0,25,27,2,36,16,44,"clear_ex","clear_in","ambiguous","none"
"1335",1,17,86,2,27,1,44,"ambiguous","none","clear_in","clear_in"
"1336",2,24,45,1,28,2,44,"ambiguous","none","clear_in","clear_ex"
"1337",3,23,40,3,43,3,44,"none","clear_in","clear_ex","clear_in"
"1338",4,16,25,3,7,1,44,"none","ambiguous","clear_in","clear_ex"
"1339",5,5,22,1,17,1,44,"clear_in","clear_ex","clear_ex","clear_in"
"1340",6,27,54,29,55,1,44,"ambiguous","clear_in","clear_in","none"
"1341",7,8,20,0,30,4,44,"ambiguous","clear_in","none","clear_ex"
"1342",8,22,29,3,14,0,44,"none","none","clear_in","none"
"1343",9,26,73,2,44,1,44,"clear_in","ambiguous","clear_in","clear_in"
"1344",10,29,16,3,28,1,44,"clear_ex","ambiguous","clear_in","none"
"1345",11,9,5,1,4,1,44,"clear_in","clear_ex","clear_in","clear_ex"
"1346",12,4,3,1,11,3,44,"clear_in","none","ambiguous","none"
"1347",13,13,19,1,18,2,44,"clear_in","none","ambiguous","clear_ex"
"1348",14,20,23,1,33,2,44,"none","clear_in","none","clear_in"
"1349",15,6,21,4,26,5,44,"clear_ex","clear_in","ambiguous","clear_in"
"1350",16,7,44,1,36,4,44,"clear_in","clear_in","none","clear_in"
"1351",17,28,18,2,16,7,44,"clear_in","clear_in","clear_in","clear_ex"
"1352",18,21,20,2,35,11,44,"clear_ex","clear_in","ambiguous","clear_ex"
"1353",19,19,40,1,24,1,44,"clear_ex","clear_in","clear_in","clear_in"
"1354",20,12,30,1,33,14,44,"clear_in","none","clear_in","clear_ex"
"1355",21,31,26,4,35,8,44,"ambiguous","clear_ex","clear_in","clear_in"
"1356",22,14,13,7,24,4,44,"clear_in","clear_in","clear_ex","clear_in"
"1357",23,10,26,3,21,4,44,"clear_ex","none","clear_in","clear_in"
"1358",24,18,38,10,3,6,44,"clear_in","ambiguous","clear_ex","clear_ex"
"1359",25,11,22,2,16,1,44,"ambiguous","clear_ex","clear_in","clear_ex"
"1360",26,2,12,4,12,2,44,"clear_ex","clear_in","clear_in","none"
"1361",27,15,32,3,23,7,44,"clear_in","clear_in","ambiguous","none"
"1362",28,30,15,5,24,2,44,"clear_in","ambiguous","ambiguous","clear_ex"
"1363",29,3,14,4,27,3,44,"ambiguous","clear_in","none","clear_in"
"1364",30,1,44,2,49,3,44,"clear_ex","none","clear_in","none"
"1365",0,28,73,2,89,7,45,"none","none","clear_in","clear_in"
"1366",1,24,98,3,81,0,45,"clear_in","clear_ex","clear_ex","clear_in"
"1367",2,21,96,44,88,53,45,"clear_in","clear_in","clear_ex","clear_in"
"1368",3,17,97,77,98,90,45,"clear_in","clear_in","ambiguous","none"
"1369",4,11,83,65,84,56,45,"ambiguous","clear_in","clear_ex","clear_in"
"1370",5,26,4,41,65,3,45,"none","clear_in","none","clear_ex"
"1371",6,19,100,75,100,73,45,"clear_in","clear_ex","clear_in","none"
"1372",7,10,94,22,75,13,45,"clear_in","none","ambiguous","clear_ex"
"1373",8,1,10,37,75,40,45,"clear_ex","clear_in","clear_in","clear_in"
"1374",9,14,8,31,61,7,45,"none","none","clear_in","none"
"1375",10,18,19,35,69,5,45,"clear_ex","clear_in","clear_in","none"
"1376",11,23,52,74,77,50,45,"none","clear_in","clear_in","clear_ex"
"1377",12,27,98,83,96,54,45,"ambiguous","clear_in","ambiguous","none"
"1378",13,25,97,83,93,70,45,"clear_in","clear_in","clear_ex","clear_ex"
"1379",14,22,90,88,74,81,45,"clear_in","clear_in","ambiguous","clear_in"
"1380",15,13,93,51,93,52,45,"clear_in","none","clear_ex","clear_in"
"1381",16,4,68,61,53,46,45,"clear_ex","clear_in","ambiguous","clear_ex"
"1382",17,7,40,47,71,21,45,"ambiguous","clear_in","none","clear_ex"
"1383",18,9,38,8,58,5,45,"clear_ex","none","clear_in","clear_in"
"1384",19,6,69,52,51,33,45,"ambiguous","clear_in","ambiguous","clear_in"
"1385",20,16,46,49,34,27,45,"none","clear_in","clear_in","none"
"1386",21,29,66,37,24,21,45,"clear_in","ambiguous","ambiguous","clear_ex"
"1387",22,12,86,48,43,31,45,"clear_in","ambiguous","clear_in","none"
"1388",23,15,45,42,26,36,45,"none","clear_ex","clear_in","clear_in"
"1389",24,2,39,38,27,15,45,"ambiguous","clear_ex","clear_in","none"
"1390",25,5,42,32,28,27,45,"none","clear_in","clear_ex","clear_in"
"1391",26,3,62,45,59,46,45,"clear_in","clear_ex","ambiguous","clear_ex"
"1392",27,31,50,50,42,22,45,"clear_ex","clear_in","ambiguous","none"
"1393",28,8,52,45,39,34,45,"clear_in","clear_in","ambiguous","clear_ex"
"1394",29,20,65,56,64,40,45,"clear_in","ambiguous","clear_ex","none"
"1395",30,30,62,47,44,50,45,"clear_in","clear_ex","clear_in","clear_ex"
"1396",0,27,62,55,57,44,46,"ambiguous","clear_ex","clear_in","clear_ex"
"1397",1,22,68,62,61,53,46,"clear_ex","clear_in","clear_in","clear_in"
"1398",2,2,59,45,57,48,46,"none","clear_in","none","clear_ex"
"1399",3,29,49,54,55,43,46,"clear_in","clear_in","ambiguous","none"
"1400",4,11,52,56,59,49,46,"ambiguous","clear_in","clear_in","clear_ex"
"1401",5,15,64,49,47,54,46,"none","clear_in","ambiguous","none"
"1402",6,26,48,54,49,56,46,"clear_in","clear_in","clear_ex","clear_in"
"1403",7,3,61,47,51,47,46,"clear_ex","clear_in","ambiguous","clear_ex"
"1404",8,4,60,44,47,37,46,"clear_in","ambiguous","none","clear_in"
"1405",9,5,46,52,58,40,46,"none","clear_in","clear_in","clear_in"
"1406",10,14,47,51,40,51,46,"clear_in","none","clear_in","clear_in"
"1407",11,6,51,46,42,51,46,"clear_in","clear_ex","clear_in","clear_in"
"1408",12,12,53,64,45,50,46,"ambiguous","none","clear_in","none"
"1409",13,10,60,55,61,48,46,"none","clear_in","ambiguous","clear_ex"
"1410",14,8,45,53,52,56,46,"clear_in","none","ambiguous","clear_ex"
"1411",15,17,49,45,53,42,46,"none","ambiguous","clear_in","none"
"1412",16,1,75,66,56,52,46,"clear_in","clear_ex","ambiguous","none"
"1413",17,28,57,57,55,43,46,"none","clear_in","ambiguous","clear_in"
"1414",18,21,71,53,56,48,46,"clear_ex","clear_in","none","clear_in"
"1415",19,30,55,46,54,44,46,"clear_ex","clear_in","ambiguous","clear_in"
"1416",20,25,47,36,47,49,46,"ambiguous","clear_in","clear_in","none"
"1417",21,7,57,63,53,44,46,"clear_in","ambiguous","ambiguous","clear_in"
"1418",22,24,57,56,49,45,46,"none","clear_in","clear_ex","none"
"1419",23,9,56,51,63,50,46,"clear_in","none","clear_in","clear_ex"
"1420",24,23,52,47,55,46,46,"none","clear_in","clear_in","clear_ex"
"1421",25,18,49,48,44,54,46,"none","clear_in","none","clear_in"
"1422",26,31,47,45,56,43,46,"ambiguous","clear_ex","clear_in","clear_in"
"1423",27,16,65,54,60,45,46,"ambiguous","clear_in","ambiguous","clear_in"
"1424",28,20,60,52,49,40,46,"clear_in","clear_in","clear_in","none"
"1425",29,13,73,54,46,45,46,"clear_in","clear_ex","clear_ex","clear_in"
"1426",30,19,52,54,52,51,46,"clear_in","clear_in","ambiguous","clear_ex"
"1427",0,14,2,2,98,2,47,"ambiguous","clear_in","clear_ex","none"
"1428",1,8,44,1,69,3,47,"ambiguous","none","clear_in","clear_in"
"1429",2,16,18,1,84,1,47,"clear_in","ambiguous","clear_ex","clear_ex"
"1430",3,1,49,82,88,3,47,"clear_in","none","clear_ex","clear_in"
"1431",4,15,67,2,83,2,47,"clear_in","none","clear_in","none"
"1432",5,19,72,61,100,1,47,"none","clear_in","none","none"
"1433",6,28,60,1,1,1,47,"ambiguous","clear_in","clear_in","clear_in"
"1434",7,20,22,0,94,2,47,"ambiguous","ambiguous","clear_in","clear_in"
"1435",8,24,96,3,86,2,47,"ambiguous","clear_in","none","clear_ex"
"1436",9,13,70,1,100,2,47,"none","ambiguous","clear_in","clear_ex"
"1437",10,3,55,1,75,2,47,"clear_in","clear_in","clear_ex","none"
"1438",11,25,74,99,100,27,47,"clear_in","none","ambiguous","clear_in"
"1439",12,23,24,55,99,2,47,"clear_in","none","ambiguous","none"
"1440",13,2,26,23,100,0,47,"clear_in","ambiguous","clear_ex","none"
"1441",14,5,3,1,70,1,47,"clear_ex","none","clear_in","clear_in"
"1442",15,22,65,95,98,2,47,"clear_ex","clear_in","none","clear_in"
"1443",16,31,75,95,100,1,47,"clear_in","clear_in","clear_ex","clear_ex"
"1444",17,7,83,1,82,1,47,"clear_in","ambiguous","clear_in","clear_ex"
"1445",18,26,37,2,44,1,47,"ambiguous","clear_in","ambiguous","clear_ex"
"1446",19,11,63,1,84,1,47,"ambiguous","none","clear_in","clear_ex"
"1447",20,6,95,22,78,1,47,"clear_in","none","clear_ex","none"
"1448",21,18,74,2,99,4,47,"none","clear_ex","clear_in","clear_in"
"1449",22,27,99,74,100,5,47,"clear_in","clear_ex","clear_in","none"
"1450",23,30,99,83,95,1,47,"clear_ex","ambiguous","clear_in","none"
"1451",24,12,97,1,73,1,47,"clear_in","clear_in","clear_in","clear_in"
"1452",25,4,99,1,79,0,47,"clear_in","clear_in","clear_in","none"
"1453",26,29,89,43,87,73,47,"none","clear_in","clear_in","clear_in"
"1454",27,17,92,27,97,0,47,"none","clear_in","none","clear_ex"
"1455",28,9,40,2,58,1,47,"clear_ex","clear_in","ambiguous","clear_in"
"1456",29,21,94,1,95,2,47,"clear_in","clear_in","none","clear_ex"
"1457",30,10,87,1,63,4,47,"clear_ex","clear_in","clear_in","clear_in"
"1458",0,2,49,78,99,71,48,"none","clear_in","none","clear_in"
"1459",1,17,99,93,99,72,48,"clear_in","none","clear_in","clear_in"
"1460",2,14,59,70,93,58,48,"clear_in","clear_ex","ambiguous","clear_in"
"1461",3,29,72,69,80,58,48,"ambiguous","ambiguous","clear_in","none"
"1462",4,15,68,72,84,70,48,"ambiguous","clear_in","ambiguous","none"
"1463",5,11,89,79,98,73,48,"none","ambiguous","clear_in","clear_in"
"1464",6,22,95,97,99,98,48,"clear_in","none","none","none"
"1465",7,3,99,94,99,81,48,"clear_in","clear_in","clear_in","none"
